region;nr;ausfuehrung;ort;seit;anmerkung;lage
Bremen;;Wulsdorf;Süd;;Vor dem Gemeindehaus derDionysiuskirche;
Bremen;Bremen;2;017.392;≈09000;33,741;
Bremen;Nord;098.606;≈ 99.000;60,376;≈ 60;
Bremen;Ost;218.843;≈ 55.000;108,201;≈ 27;
Bremen;Süd;123.303;≈ 31.000;66,637;≈ 17;
Bremen;West;089.216;≈ 45.000;56,606;≈ 28;
Bremen;Bremerhaven;2;065.294;≈ 33.000;44,75;
Bremen;Süd;048.854;≈ 10.000;49,09;≈ 10;
Bremen;Gesamt;20;661.508;≈ 33.000;419,401;
Hamburg;;Alsterdorf;2011;„Little free Library“[2];⊙Alsterdorfer Damm auf der Brücke über die Alster;
Hamburg;;Alsterdorf;;„Bücher Tausch“, betreut von Martin Hintz;⊙Frühlingsgarten, Ecke Heilholtkamp;
Hamburg;;Barmbek -Quartier 21;8. Sep. 2020;zugänglich Montag – Samstag von 8 bis 21 Uhr (Das Regal befindet sich im Bistrobereich desdenn’s Biomarkt);⊙Fuhlsbüttler Str. 397;
Hamburg;;Bergedorf;2023;Regal im Fahrradparkhaus des Bahnhofs;⊙Bahnhof Bergedorf, Ausgang Bergedorf;
Hamburg;;Bramfeld;2024;Kleiner Büchertauschschrank;Koordinaten fehlen! Hilf mit.Werfelring 19;
Hamburg;;Eilbek;;Gemeindeprojekt der ev.Versöhnungskirche Eilbek;Koordinaten fehlen! Hilf mit.Eingang Maxstraße;
Hamburg;;Eimsbüttel;;Bücherregal für Kinderbücher;⊙rechts an der Seitenwand des Tauschhauses auf demPlatz ohne Namen(Glücksburger Platz);
Hamburg;;Finkenwerder;;;⊙Finkenwerder Süderdeich 234;
Hamburg;;Groß Borstel;;;⊙Paeplowweg (gegenüber der Einmündung des „Weg Nr. 174“);
Hamburg;;Groß Borstel;2018;;⊙Borsteler Chaussee Ecke Schrödersweg bei der Kirche St. Peter;
Hamburg;;Hamm;;Nachbarschaftliches Gemeinschaftsprojekt;⊙beim Zugang zum Haus der Jugend im Hammer Park, Caspar-Voght-Straße 35c, 20535 Hamburg-Hamm;
Hamburg;;Hamm;Sep. 2021;Gemeindeprojekt der kath. Herz-Jesu-Kirche;⊙Bei der Hammer Kirche 14, am Zaun zum Kirchengelände;
Hamburg;;Hamm;2021?;privates Nachbarschaftsprojekt?;⊙Palmerstraße 11;
Hamburg;;Hamm;Juli 2020;Gemeindeprojekt der ev.Dreifaltigkeitskirche Hamm;⊙Horner Weg 17;
Hamburg;;Hamm;März 2022;Projekt derBaugenossenschaft freier Gewerkschafter;Koordinaten fehlen! Hilf mit.Osterbrookplatz 26;
Hamburg;;Harburg;Dez. 2016;Zugang zu den Harburg Arcaden an Werktagen von 6:00 bis 20:30 Uhr;⊙Lüneburger Straße 39;
Hamburg;;Harvestehude;;;⊙Brahmsallee 8;
Hamburg;;Harvestehude;;;⊙Am Nordende der Grindelhochhäuser, Oberstraße 14a;
Hamburg;;Hoheluft-Ost;2011;[3];⊙Auf dem Kirchplatz der Kirche St. Markus;
Hamburg;;Hoheluft-Ost;;;⊙Im Bunker-Durchgang der Falkenried-Terrassen, zwischen Löwenstraße 27 und 29;
Hamburg;;Hohenfelde;;nur Kinderbücher, betreut von der Katholischen Familienbildungsstätte innen im Eingangsbereich;⊙Lübecker Straße 101;
Hamburg;;Hummelsbüttel;27. Juni 2015;immer zugänglich und auf Grund von Vandalismus mit Videoüberwachung! Größere Buchformate finden nur unter dem einseitig ungeschützten Dach Platz;⊙Hummelsbüttler Weg 26;
Hamburg;;Hummelsbüttel;28. März 2021;immer zugänglich;⊙Uhlenbüttler Kamp 65;
Hamburg;;Langenhorn;2020;immer zugänglich;⊙Ecke Jugendparkweg/Westerrode;
Hamburg;;Meiendorf;Dez. 2021;immer zugänglich;⊙Vor dem KulturzentrumBürgerhaus in Meiendorf e. V.Saseler Str. 21, 22145 Hamburg;
Hamburg;;Neugraben-Fischbek;2014;;⊙Neugrabener Markt 2;
Hamburg;;Niendorf;;immer zugänglichbetreut von der ev.-luth. Kirchengemeinde Niendorf;⊙Vor derKirche am Markt;
Hamburg;;Ottensen;9. Nov. 2019;"„Green Otta“; immer zugänglich, auch CDs und Spiele; während Autofrei-Projekt „Ottensen macht Platz“ bis Ende Februar 2019; betreut von Greenpeace-Gruppe Hamburg[4]";⊙Ottenser Hauptstraße 39–41;
Hamburg;;Poppenbüttel;2015?;Entnahme und/oder Hinzustellen von Büchern ausdrücklich erlaubt, Zugang täglich 8.00 bis 20.00 Uhr (außer sonntag- und feiertags);⊙Heegbarg 31;
Hamburg;;Steilshoop;2019;In den Räumlichkeiten des Stadtteiltreffs A.G.D.A.Z., nur zugänglich wenn jemand vor Ort ist: Di: 16 bis 18 Uhr, Do: 10 bis 12 Uhr, Fr: 16 bis 18 Uhr und auf Anfrage oder auf Gut Glück unter der Woche vorbeikommen, klappt auch oft.;Campus Steilshoop, Gropiusring 43a, im Stadtteiltreff A.G.D.A.Z;
Hamburg;;Stellingen;;mit Extrafach für Kinder- und Jugendliteratur;⊙vor Tigerstraße 24;
Hamburg;;St. Georg;2024;immer zugänglich, betreut vom Erzbistum Hamburg;⊙Danziger Straße 52,an der Zufahrt zum Parkplatz neben der Schranke;
Hamburg;;St. Georg;;Tauschregal St. Georg;⊙Koppel 66 bzw. Lange Reihe 75 A, im Hinterhof;
Hamburg;;St. Pauli;2014;Mo.–Sa. 7 bis 21 UhrSo. 07 bis 14 UhrMeist mehr Werbebroschüren als Bücher;⊙Rindermarkthalle;
Hamburg;;Tonndorf;27. Juni 2015;Tonndorfer Bücherzelle, gestiftet vom Blog „ICH MAG TONNDORF“, der Tischlerei Biehl, dem Transportunternehmen Comlift und der Tiefbaufirma Fritz Hack;⊙Tonndorfer Hauptstraße 88;
Hamburg;;Winterhude;März 2021;„Winterhuder Bücherkonsulat“immer zugänglich;⊙Lattenpark (Ecke Alsterdorfer Straße/Lattenkamp);
Hamburg;;in diversen Stadtteilen;Apr. 2010;in 150 Bussen derVHH, betreut von Stilbruch, einem Tochterunternehmen derHamburger Stadtreinigung[5][6][7][8];(keine Koordinaten möglich)Buslinien: 3, 4, 12, 22, 192;
Hamburg;;Altona-Nord;;14. Okt. 2025;Abgerissen am 14. Oktober 2025;
Hamburg;;Barmbek-Nord;2023;15. Aug. 2025;Nähe der U-Bahn Station Habichtsstraße, immer zugänglich;
Hamburg;;Eimsbüttel;ca. 2016;15. Sep. 2025;Eimsbütteler Tausch-Schrank für Bücher, Kleidung, Schuhe, CDs, Spielzeug usw.Abgerissen.;
Hamburg;;Harvestehude;Dez. 2023;März 2024;Bitte kontrollieren.;
Hamburg;;Karolinenviertel;2011;Juni 2025;Abgebaut oder verlegt?;
Hessen;;Amöneburg;;;⊙Melanchthonstraße vor der ev. Kirche.;
Hessen;Bild gesuchtBW;Babenhausen;2017;Zu den Öffnungszeiten des Schwimmbads für deren Nutzer zugänglich;⊙Im Schwimmbad Babenhausen;
Hessen;;Babenhausen;2017;Die Wartehalle ist zu den Öffnungszeiten des Coffeeshops geöffnet.;⊙Bahnhof Babenhausen, in der Wartehalle;
Hessen;;Karben-Rendel;;;⊙Klein-Karbener Straße, vor dem Rathaus an der Bushaltestelle;
Hessen;;Bad Emstal;;;⊙Buchholzstraße 21;
Hessen;Bild gesuchtBW;Bad Homburg;;;⊙auf dem Platz An der Weed;
Hessen;Bild gesuchtBW;Bad Homburg;;;⊙Gluckensteinweg 89a, neben Supermarkt;
Hessen;;Bad Homburg-Dornholzhausen;;;⊙Lindenallee, Ecke Ricarda-Huch-Straße;
Hessen;Bild gesuchtBW;Bad Homburg -Kirdorf;;;⊙Bushaltestelle am Kirdorfer Kreuz;
Hessen;;Bad Nauheim;18. Juli 2020;Ein Projekt des Freiwilligenzentrums (FWZ) und der Engagements-Lotsen in Hessen.[1];⊙In den Kolonnaden 1, vor Stadtmarketing und Tourismus GmbH (kurz = BNST).;
Hessen;Bild gesuchtBW;Bad Camberg-Würges;24. Juli 2021;an der B8, vom Verschönerungsverein Würges[2];⊙;
Hessen;;Bad Nauheim-Steinfurth;4. Mai 2019;Erster öffentlicher Bücherschrank in Bad Nauheim[3];⊙Alte Schulstraße 1, an der Seitenwand des Vereinstreffs;
Hessen;;Bad Orb;;;⊙Am Parkplatz gegenüber Kurparkstraße 9;
Hessen;Bild gesuchtBW;Bad Salzschlirf;Feb. 2021;Kooperation des Vereins Kunst und Kultur und der Gemeindebücherei, amBahnhof Bad Salzschlirf, neben dem Eingang zu den Vereinsräumen[4];⊙Bahnhofstraße;
Hessen;Bild gesuchtBW;Bad SchwalbachOTAdolfseck;;;⊙gegenüber Bürgerhaus Adolfseck;
Hessen;;Bad Soden am Taunus;;;⊙Adlerstraße, Ecke Königsteiner Straße;
Hessen;;Bad Soden am Taunus-Neuenhain;;;⊙vor dem Bürgerhaus, Schulstraße 2;
Hessen;;Bad Sooden-Allendorf-Orferode;;;⊙vor dem Bürgerhaus von Orferode, Dohlsbachstraße 11;
Hessen;Bild gesuchtBW;Bad Vilbel;2015;;⊙Frankfurter Straße (Altes Rathaus);
Hessen;Bild gesuchtBW;Bad Vilbel;März 2021;Standort auf dem neu gestalteten Platz in der Baugasse, Sitzgelegenheiten vorhanden[5];⊙Baugasse, zur Frankfurter Straße;
Hessen;Bild gesuchtBW;Bad Vilbel-Dortelweil;2017;;⊙Dortelweiler Platz;
Hessen;;Bad Wildungen-Wega;;;⊙an der Wegaer Mühle;
Hessen;;Bensheim;2011;Aufgestellt vom Förderverein für Demokratie und soziales Engagement (DSE) in Kooperation mit dem Mehrgenerationenhaus und mit handwerklicher Unterstützung der Klinik Schloss Falkenhof;⊙Klostergasse 5a, Café Klostergarten;
Hessen;;Bensheim;2017;Aufgestellt von privat;⊙Gerhart-Hauptmann-Straße 14;
Hessen;Bild gesuchtBW;Bensheim;2020;Aufgestellt vom inklusiven Familienzentrum der NRD[6];⊙Volkerstraße 37–39;
Hessen;;Bensheim-Auerbach;2017;Aufgestellt vonFreikirche der Siebenten-Tags-Adventisten;⊙Am Bahnhofsplatz, Ecke Wilhelmstraße;
Hessen;;Bensheim-Langwaden;;;⊙im Haltestellenhäuschen der Bushaltestelle Langwaden-Gemeinschaftshaus vor dem Dorfgemeinschaftshaus Jägersburger Straße 37;
Hessen;;Biblis;;Bücherregal im Vorraum des Rathauses;⊙Darmstädter Straße 25;
Hessen;Bild gesuchtBW;Biblis-Nordheim;Sep. 2014;Bücherbox der Evangelischen Kirchengemeinde Nordheim;⊙Zum Steiner Wald 3, im Hof der Evangelischen Kirchengemeinde Nordheim;
Hessen;Bild gesuchtBW;Bonsweiher;Dez. 2011;"Zwei weitere sind im Dorfgemeinschaftshaus, überwiegend abends geöffnet; aufgestellt vom Kultur- und Museumsverein Bonsweiher e. V., mit handwerklicher Unterstützung des Gemeindewerks Mörlenbach";⊙Laudenbacher Straße 15, Dorfgemeinschaftshaus Bonsweiher;
Hessen;;Borken (Hessen);;;⊙auf dem Europaplatz, vor dem Bürgerhaus;
Hessen;Bild gesuchtBW;Büdingen;2018;Bücherregal zugänglich zu den Öffnungszeiten.;⊙Foyer der Musik- und Kunstschule;
Hessen;Bild gesuchtBW;Büdingen OTAulendiebach;2018;Aufgestellt vom Kirchenvorstand;⊙Gisteler Straße, vor dem Dorfgemeinschaftshaus;
Hessen;Bild gesuchtBW;Büdingen OTWolf;;;⊙Am Anfang der Dudenroder Straße;
Hessen;;Bürstadt;März 2015;;⊙Wilhelminenstraße, Ecke Marktstraße, in der offenen Markthalle auf dem Haag’schen Gelände;
Hessen;;Büttelborn;;;⊙auf dem Platz vor dem Rathaus;
Hessen;;Butzbach;;;⊙Wetzlarer Straße;
Hessen;;Darmstadt-Arheilgen;2010;;⊙Wilhelm-Busch-Weg 6, nahe der Wilhelm-Busch-Schule;
Hessen;;Darmstadt-Bessungen;2009;;⊙Bessunger Platz, gegenüber der Volksbank-Filiale;
Hessen;;Darmstadt-Eberstadt;;;⊙auf dem Platz vor dem Rathaus an der Oberstraße;
Hessen;;Darmstadt-Johannesviertel;1996;2009 renoviert;⊙Viktoriastraße 34, gegenüber der Goetheschule;
Hessen;;Darmstadt-Kranichstein;2013;Betreuung durch Mitarbeiterin des Kreishauses;⊙Jägertorstraße 207, Foyer im Kreishaus;
Hessen;Bild gesuchtBW;Darmstadt-Mitte;;Öffnungszeiten:März - Oktober 7:00 Uhr - 19:00 Uhr November - Februar 8:00 Uhr - 16:00 Uhr[7];⊙Prinz-Georg-Garten im Prettlack’schen Gartenhaus;
Hessen;;Darmstadt-Mitte;2018;ein Bücherschrank für Kinderbücher;⊙am Marktplatz 9, am Schaufenster der Buchhandlung am Markt;
Hessen;;Darmstadt-Mitte;;;⊙am Nordrand des Kennedyplatzes;
Hessen;;Darmstadt-Ost;;Pädagogische Akademie Elisabethenstift;⊙Stiftstraße 45;
Hessen;;Darmstadt-Waldkolonie;;;⊙Dornheimer Weg Ecke Rabenaustraße;
Hessen;;Dieburg;;Betreuung durch Stadtbibliothek Dieburg;⊙Markt 4, Rathaus;
Hessen;;Dieburg;;Betreuung durch Stadtbibliothek Dieburg;⊙Aubergenviller Allee 47, Kindergarten Muggelburg;
Hessen;;Dieburg;;Betreuung durch Stadtbibliothek Dieburg;⊙Nordring, Verbindungsweg Nordring zur Straße Im Böhmann;
Hessen;;Dieburg;2023;Betreuung durch Stadtbibliothek Dieburg;⊙Am Schlangensee, Nähe Eingang zum Spielplatz;
Hessen;;DiemelseeOTAdorf;2013;;⊙Dorfplatz;
Hessen;;Dietzenbach;2021;;⊙Dominik-Brunner-Platz Dietzenbach Steinberg;
Hessen;Bild gesuchtBW;Dietzenbach;2023;;⊙Am Stiergraben Dietzenbach-Steinberg;
Hessen;;Dreieich-Dreieichenhain;;Bücherschrank im ehemaligen Kiosk;⊙Dreieichplatz;
Hessen;;Dreieich-Götzenhain;2010;Betreut von der Stadtteil-AG Götzenhain;⊙Dorfbrunnenplatz, Ecke Am Spitzenpfad (Nähe Hausnummer 28);
Hessen;Bild gesuchtBW;Dreieich-Sprendlingen;2016;Im Foyer des Stadtteilzentrums Hirschsprung-Breitensee;⊙Hegelstraße 101;
Hessen;;Driedorf;?;;Wilhelmstraße gegenüber der Evangelischen Kirche;
Hessen;;Edermünde Besse;2024;Betreut von der Gemeindebücherei EdermündeTag und Nacht geöffnet.;⊙Mehrgenerationenspielplatz (Auf der Sandkasse)[8];
Hessen;;Eltville am Rhein;2000;Spendenprojekt, privat betreut, Kontakt am Wagen, Tag und Nacht geöffnet;⊙Josef-Hölzer-StraßeAm Rheinufer vor Villa Matheus Müller;
Hessen;Bild gesuchtBW;Eltville am Rhein-Erbach;;;⊙auf dem Platz an der Eberbacher Straße;
Hessen;Bild gesuchtBW;Eltville am Rhein-Hattenheim;2000;Spendenprojekt, privat betreut, Kontakt am Wagen, Tag und Nacht geöffnet;⊙Josef-Hölzer-StraßeAm Rheinufer, neben dem Weinprobierstand;
Hessen;;Elz (Westerwald);14. Feb. 2024;Tag und Nacht geöffnet;⊙50.4130498.035356Hirtenplatz[9];
Hessen;;Eppe (Korbarch);;Tag und Nacht geöffnet, wird vom daneben liegenden nebenerwerblichen Biobauernhof mit Café betreut, neben kostenlosen Bücher können 24 h Bioeier gekauft werden.;⊙51.2363970581238.7706683828374Ringstr. 47;
Hessen;;Erbach (Odenwald);2013;"Geht auf ein Projekt von Auszubildenden zurück; zugänglich zu den Öffnungszeiten des Drogeriemarktes";⊙Werner-von-Siemens-Straße 28, im Gebäude derDm-drogerie;
Hessen;;Eschborn;;Betreut von der Stadtbücherei Eschborn;⊙Rathausplatz Eschborn, Ecke Kurt-Schumacherstraße / Unterortstraße;
Hessen;;Eschborn;;;⊙Hauptstraße 258–260, vor dem Wiesenbad;
Hessen;;Eschborn-Niederhöchstadt;;;⊙Langer Weg 4, 65760 Eschborn, auf dem Platz vor dem Nahkauf;
Hessen;;Eschwege;;;⊙Hinter dem Haus Vor dem Berge 14a in Eschwege;
Hessen;;Espenau;;;⊙Goethestraße 19;
Hessen;;Flörsheim am Main, StadtteilWeilbach;;Die Bücherzelle („Bücherschrank“) steht in der Nähe des Weilbacher Glockenspiels beim Haus amWeilbach.[10][11];⊙Kleine Schmiedstraße 2, 65439 Flörsheim am Main;
Hessen;Bild gesuchtBW;Flieden;Sep. 2015;Betreut vom Heimatverein Flieden;⊙Ringweg 5, Remise des Hüttnergutes Lenzis;
Hessen;;Frankfurt-Altstadt;;Nicht-städtischer Bücherschrank;⊙Braubachstraße 14–16, im Innenhof des Hauses des Buches[12];
Hessen;;Frankfurt-Altstadt;;;⊙Buchgasse 2, Ecke Alte Mainzer Gasse;
Hessen;;Frankfurt-Bahnhofsviertel;;englischsprachig;⊙Gallusanlage 7;
Hessen;;Frankfurt-Bergen-Enkheim;;;⊙Triebstr. 83;
Hessen;Bild gesuchtBW;Frankfurt-Berkersheim;;;⊙Am Dachsberg 17;
Hessen;;Frankfurt-Bockenheim;14. Okt. 2016;;⊙Funckstraße 14, Ecke Friedrich-Naumann-Straße.Kuhwaldsiedlung;
Hessen;;Frankfurt-Bockenheim;;;⊙Kirchplatz;
Hessen;;Frankfurt-Bockenheim;2010;Städtisches Amt für Straßenbau und Erschließung, Projektgruppe Nahmobilität;⊙Leipziger Straße 54/56;
Hessen;;Frankfurt-Bonames;2011;;⊙Am Wendelsgarten;
Hessen;Bild gesuchtBW;Frankfurt-Bonames;;;⊙Am Burghof 55 (Tower Café amAlten Flughafen Bonames);
Hessen;Bild gesuchtBW;Frankfurt-Bonames;22. Apr. 2024;"Kinderbücherschrank; Eröffnet am ""Welttag des Buches"" 2024; erbaut durch AzuBi's[13]";⊙Ben-Gurion-Ring 170 (Kinder- und Familienzentrum (KiFaZ) Am Bügel);
Hessen;;Frankfurt-Bornheim;;;Berger Straße 253, Ecke Gronauer Straße[14]⊙;
Hessen;;Frankfurt-Bornheim;;;⊙Friedberger Warte;
Hessen;Bild gesuchtBW;Frankfurt-Bornheim;;;⊙Im Prüfling/Neebstraße;
Hessen;;Frankfurt-Dornbusch;;;⊙Platenstraße 75;
Hessen;;Frankfurt-Dornbusch;;;⊙Eschersheimer Landstraße 248;
Hessen;;Frankfurt-Dornbusch;;;⊙Ecke Jean-Paul-Straße/Eichendorffstraße;
Hessen;;Frankfurt-Eckenheim;;;⊙Gelnhäuser Straße 2, Bürgerhaus Ronneburg;
Hessen;;Frankfurt-Eckenheim;;;⊙Porthstraße 1;
Hessen;Bild gesuchtBW;Frankfurt-Eckenheim;;;⊙Sigmund-Freud-Straße;
Hessen;;Frankfurt-Eckenheim;;;⊙östlicher Weg auf demHauptfriedhof, Höhe Gießener Straße 44;
Hessen;;Frankfurt-Eschersheim;;;⊙Am Weißen Stein;
Hessen;;Frankfurt-Eschersheim;;;⊙Im Geeren;
Hessen;Bild gesuchtBW;Frankfurt-Eschersheim;3. Sep. 2018;Gefördert durch das Verkehrsdezernat Frankfurt;⊙Grafenstraße/Reinhardstraße.Albert-Schweitzer-Siedlung;
Hessen;;Frankfurt-Eschersheim;;;⊙Niedwiesenstraße 45;
Hessen;;Frankfurt-Fechenheim;2013;;⊙Ankergasse. Alt-Fechenheim;
Hessen;Bild gesuchtBW;Frankfurt-Fechenheim;;;⊙Birsteiner Straße 63, Ecke Langenselbolder Straße;
Hessen;;Frankfurt-Frankfurter Berg;2011;September 2013 ausgebrannt,[15]November 2013 neu aufgestellt[16];⊙Malvenweg, Ecke Homburger Landstraße;
Hessen;Bild gesuchtBW;Frankfurt-Gallus;2018;Auch fremdsprachige Auswahl, Öffnungszeiten Mo.–Fr. 09:00–16:00 Uhr;⊙Mainzer Landstraße 349 (Café im Innenhof);
Hessen;;Frankfurt-Gallus;2011;Auch fremdsprachige Auswahl;⊙Frankenallee, Ecke Schneidhainer Straße 1.Hellerhofsiedlung;
Hessen;;Frankfurt-Gallus;;;⊙Ackermannstraße.Friedrich-Ebert-Siedlung;
Hessen;;Frankfurt-Gallus;;;⊙Anspacher Straße, Ecke Wallauer Straße;
Hessen;Bild gesuchtBW;Frankfurt-Gallus;;;⊙Golub-Lebedenko-Platz;
Hessen;;Frankfurt-Ginnheim;2013;[17];⊙Kurhessenstraße, Ecke Höhenblick;
Hessen;;Frankfurt-Ginnheim;;;⊙Ginnheimer Kirchplatz;
Hessen;;Frankfurt-Griesheim;2012;;⊙Alte Falterstraße, Ecke Hartmannsweilerstraße;
Hessen;;Frankfurt-Gutleutviertel;;;⊙Schönplatz;
Hessen;Bild gesuchtBW;Frankfurt-Gutleutviertel;2011;;⊙Werftstraße 15;
Hessen;;Frankfurt-Harheim;;;⊙Alt-Harheim 13;
Hessen;;Frankfurt-Hausen;;;⊙Kreuzung Praunheimer Landstraße/Kleine Nelkenstraße;
Hessen;;Frankfurt-Heddernheim;20. Mai 2014;31. Frankfurter Bücherschrank;⊙Karl-Perott-Platz;
Hessen;;Frankfurt-Heddernheim;;;⊙In der Römerstadt 133;
Hessen;;Frankfurt-Höchst;;;⊙Andreasplatz;
Hessen;;Frankfurt-Kalbach;2014;;⊙Kalbacher Hauptstraße 36 (am alten Rathaus);
Hessen;;Frankfurt-Nied;;;⊙Neumarkt (in der Eisenbahnersiedlung);
Hessen;;Frankfurt-Nied;;;⊙an der alten Niddabrücke;
Hessen;;Frankfurt-Nieder-Erlenbach;;;⊙auf dem Platz Am Bürgerbrunnen;
Hessen;;Frankfurt-Niederrad;;;⊙Bruchfeldstraße 65;
Hessen;;Frankfurt-Niederursel;2013;;⊙Weißkirchener Weg 69, Ecke Gerhart-Hauptmann-Ring;
Hessen;Bild gesuchtBW;Frankfurt-Niederursel;;;⊙Fläche zwischen Sebastian-Kneipp-Straße und Kupferhammer.Mertonviertel;
Hessen;;Frankfurt-Nordend-Ost;2009;Ältester Öffentlicher Bücherschrank in Frankfurt[18]Gefördert durch das Verkehrsdezernat Frankfurt;⊙Ecke Kantstraße, Nähe Merianplatz;
Hessen;;Frankfurt-Nordend-West;2010;Gefördert durch das Verkehrsdezernat Frankfurt;⊙Oeder Weg, Ecke Bornwiesenweg;
Hessen;;Frankfurt-Nordend-West;;;⊙Holzhausen-, Ecke Hammanstraße (am Holzhausenpark);
Hessen;;Frankfurt-Nordend-West;;;⊙Maria-Ward-Platz;
Hessen;Bild gesuchtBW;Frankfurt-Nordend-West;;;⊙Ecke Glauburgstraße/Eckenheimer Landstraße;
Hessen;;Frankfurt-Nordend-West;;;⊙Hallgartenstraße 17;
Hessen;;Frankfurt-Oberrad;2014;;⊙Buchrainplatz;
Hessen;;Frankfurt-Ostend;;;⊙Paul-Arnsberg-Platz, Nähe Martin-Elsässer-Weg;
Hessen;;Frankfurt-Ostend;;;⊙Parlamentsplatz (neben dem U-Bahn-Eingang);
Hessen;;Frankfurt-Praunheim;16. Juni 2014;32. Frankfurter Bücherschrank;⊙Auf dem Platz Alt-Praunheim, Ecke In der Römerstadt;
Hessen;;Frankfurt-Praunheim (Siedlung Westhausen);;;⊙Kollwitzstraße;
Hessen;;Frankfurt-Preungesheim;;;⊙Gravensteiner-Platz;
Hessen;;Frankfurt-Preungesheim;;;⊙Wegscheidestraße 32a;
Hessen;;Frankfurt-Riedberg;2014;;⊙Auf dem Riedbergplatz;
Hessen;;Frankfurt-Riederwald;;;⊙auf dem Marie-Juchacz-Platz;
Hessen;;Frankfurt-Rödelheim;;;⊙Arthur-Stern-Platz, der westliche Bahnhofsvorplatz von Rödelheim;
Hessen;;Frankfurt-Sachsenhausen;;;⊙Dreieichstraße (Nähe Straßenbahnhaltestelle Lokalbahnhof);
Hessen;;Frankfurt-Sachsenhausen;;;⊙Schweizer Platz (Ostseite);
Hessen;Bild gesuchtBW;Frankfurt-Sachsenhausen;;;⊙Darmstädter Landstraße 106;
Hessen;;Frankfurt-Sachsenhausen;;;⊙Ecke Gartenstraße/Morgensternstraße;
Hessen;;Frankfurt-Sachsenhausen;;;⊙Ecke Mailänder Straße/Grethenweg;
Hessen;;Frankfurt-Sachsenhausen;;;⊙Walther-von-Cronberg-Platz;
Hessen;;Frankfurt-Schwanheim;;;⊙Goldsteinstraße 314;
Hessen;;Frankfurt-Seckbach;;;⊙Wilhelmshöher Straße Ecke Hofhausstraße;
Hessen;;Frankfurt-Seckbach;2011;Gefördert durch das Verkehrsdezernat FrankfurtAusstattung der Kunstvitrine durch das Nachbarschaftsbüro Seckbach;⊙Atzelbergplatz;
Hessen;;Frankfurt-Sindlingen;;;⊙Richard-Weidlich-Platz;
Hessen;Bild gesuchtBW;Frankfurt-Sossenheim;;;⊙Ecke Sossenheimer Riedstraße / Familienzentrum;
Hessen;Bild gesuchtBW;Frankfurt-Unterliederbach;Nov. 2020;Finanziert aus dem kommunalen Haushalt[19];⊙Sieringstraße;
Hessen;;Frankfurt-Unterliederbach;;;⊙Hunsrückstraße/Stegerwaldstraße;
Hessen;Bild gesuchtBW;Frankfurt-Westend;;;⊙Im Botanischen Garten;
Hessen;;Frankfurt-Westend;;;⊙Campus Westendnähe ehem. Bauleitgeb.;
Hessen;;Frankfurt-Westend;;;⊙Odina-Bott-Platz (Westseite);
Hessen;;Frankfurt-Zeilsheim;Juli 2013;;⊙Bechtenwaldstraße, Ecke Pfaffenwiese (Nähe Stadthalle);
Hessen;Bild gesuchtBW;Friedberg (Hessen);Nov. 2017;Aufgestellt vom Kulturamt der Stadt Friedberg (Hessen), betreut im Rahmen einer Patenschaft durch Parteien des Stadtparlaments[20];⊙Europaplatz (Nordwestecke, Nähe Kaiserstraße);
