region;nr;ausfuehrung;ort;seit;anmerkung;lage
Berlin;;Berlin-MoabitBezirk Mitte;;;Koordinaten fehlen! Hilf mit.Nachbarschaftshaus „Stadtschloss Moabit“, Rostocker Straße 32;
Berlin;;Berlin-MoabitBezirk Mitte;;;Koordinaten fehlen! Hilf mit.Verein „Psychosoziale Initiative Moabit“, Waldstraße 7;
Berlin;;Berlin-MoabitBezirk Mitte;;;Koordinaten fehlen! Hilf mit.Am SOS-Kinderdorf, Waldstraße 23/24;
Berlin;;Berlin-MoabitBezirk Mitte;;;Koordinaten fehlen! Hilf mit.„Martha & Maria“, Waldstraße 32;
Berlin;;Berlin-MoabitBezirk Mitte;;;Koordinaten fehlen! Hilf mit.Jugendtheaterwerkstatt „Grenzen-Los!“, Wiclefstraße 32;
Berlin;;Berlin-WeddingBezirk Mitte;Juni 2013;Bookcrossingzone;⊙amCentre Français de Berlin,Müllerstraße74;
Berlin;;Berlin-NeuköllnBezirk Neukölln;28. Juni 2015;Bookcrossingzone zugänglich Dienstag bis Freitag 12:00 bis 18:00 Uhr, Samstag 13:00 bis 18:00 Uhr, gefördert durch die „Bürgerstiftung Neukölln“;⊙Spielplatz „Wilde Rübe“, Wildenbruchstraße 25;
Berlin;;Berlin-NeuköllnBezirk Neukölln;;;⊙Tempelhofer Feld Gemeinschaftsgarten Allmende Kontor;
Berlin;;Bezirk-Neukölln;18. September 2023;24/7 öffentlich zugänglich auf dem Gelände des Wohnhauses von VITA e. V. direkt am Hoftor.;Alt-Britz 90–92, auf dem Gelände des Wohnhauses von VITA e. V.;
Berlin;;Berlin-BlankenburgBezirk Pankow;10. Mai 2020;Bücherbox Blankenburg – aufgestellt am 24.05.2023 von der Initiativgruppe Blankenburger Bücherbox[26]Durch einen Verkehrsunfall in der Nacht vom 24. auf den 25. Dezember 2024 ist die Blankenburger Bücherbox zerstört worden.[27]Die Initiatoren haben erneut am 13. Januar 2025 eine provisorische Bücherbox aufgestellt. Durch einen Brandanschlag in der Nacht vom 29. auf den 30. Juli 2025 ist die Bücherbox vollständig zerstört worden.;⊙Dorfanger Blankenburg;
Berlin;;Berlin-PankowBezirk Pankow;Juni 2019;Bücher sind aus wertvollem Naturmaterial. Dieser Schrank wurde von der Bürgerinitiative Grüner Kiez Pankow als Zeichen des Naturschutzes errichtet und umarmt einen der 80–111 Bäume, die im Rahmen eines von der Gesobau geplanten Bauvorhabens gefällt werden sollen.;⊙auf dem Hinterhof, der von den Straßen Ossietzkystraße, Am Schlosspark und Kavalierstraße eingeschlossen wird;
Berlin;;Berlin-Prenzlauer BergBezirk Pankow;Juni 2008;interdisziplinäre Zusammenarbeit von Auszubildenden der an der Wertschöpfungskette Wald–Holz–Buch beteiligten Berufsgruppen;⊙Kollwitzstraße EckeSredzkistraße;
Berlin;;Berlin-Prenzlauer BergBezirk Pankow;Dez. 2018;Polnische Bücher, gegründet von KUKURYKU! e. V. und OAK & ICE GmbH;⊙Schönhauser Allee 52;
Berlin;;Berlin-Prenzlauer BergBezirk Pankow;20. Juni 2018;entworfen und gebaut von Kindern der Grundschule im Eliashof und aus der Unterkunft Straßburger Straße in Zusammenarbeit mit demMACHmit! Museum, gefördert vom Jugendamt Pankow (2024 wegen Bauarbeiten am Nachbarhaus umzäunt - außer Betrieb);⊙Senefelderstraße 6;
Berlin;;Berlin-WeißenseeBezirk Pankow;Juni 2011;BücherboXX III, Ausbildungsergebnis mit Auszubildenden der Marcel-Breuer-Schule. Zugänglich nur zu Schulöffnungszeiten.;⊙Schulhof der Marcel-Breuer-Schule, Gustav-Adolf-Straße 66;
Berlin;;Berlin-WeißenseeBezirk Pankow;2013;Berliner Büchertisch e. V. in Kooperation mit reha e. V.;⊙Pistoriusstraße16;
Berlin;;Berlin-WeißenseeBezirk Pankow;;im Umsonstladen im Kultur- und Bildungszentrum Raoul Wallenberg (KuBiZ)[28];⊙Bernkasteler Straße 78;
Berlin;;Berlin-ReinickendorfBezirk Reinickendorf;Juli 2015;gefördert durch dasQuartiersmanagementLetteplatz, aufgestellt in Kooperation mit dem Architekten Yves Mikelsons und Schülern der OSZ Georg-Schlesinger und Hans Böckler, unterstützt durch das Grünflächenamt ReinickendorfSeit März 2025: geschlossen wegen Brandstiftung;⊙Letteplatz, Pankower Allee Ecke Kühleweinstraße;
Berlin;;Berlin-ReinickendorfBezirk Reinickendorf;;Mit Vorhängeschloss gesichert...Radix 11.09.2023;⊙Eichborndamm 77–85, auf dem Parkplatz von Edeka rechts vom Eingang;
Berlin;;Berlin-TegelBezirk Reinickendorf;;vom meredo Medienkompetenzzentrum Reinickendorf;⊙Namslaustraße 45/47, vor dem meredo Medienkompetenzzentrum Reinickendorf;
Berlin;;Berlin-LübarsBezirk Reinickendorf;;;⊙Alt Lübars, unweit des Gasthofes Alter Dorfkrug;
Berlin;;Berlin-LübarsBezirk Reinickendorf;;;⊙Alt Lübars, gegenüber dem Gasthof „Alter Dorfkrug“;
Berlin;;Berlin-SpandauBezirk Spandau;März 2013;britische Telefonzelle, primär englischer Sprache gewidmet, geöffnet während der Rathaus-Öffnungszeiten[29];⊙Bürgeramt imRathaus Spandau, Carl-Schurz-Straße 2/6 (Wartebereich);
Berlin;;Berlin-SpandauBezirk Spandau;;hinter den Kassen des Edeka-Reichelt-Supermarkts, während der Öffnungszeiten des Supermarktes;⊙Falkenseer Chaussee 239;
Berlin;;Berlin-WilhelmstadtBezirk Spandau;Dez. 2012;Bookcrossingzone;⊙Földerichplatz, Ecke Adam- und Földerichstraße;
Berlin;;Berlin-SteglitzBezirk Steglitz-Zehlendorf;14. Feb. 2014;Bookcrossingzone;⊙Markusplatz, Karl-Stieler-Str. / Heinrich-Seidel-Str.;
Berlin;;Berlin-SteglitzBezirk Steglitz-Zehlendorf;2019;;⊙Sirplus-RettermarktSchloßstraße 94;
Berlin;;Berlin-LankwitzBezirk Steglitz-Zehlendorf;;Bookcrossingzone;⊙Blankenhainer Straße 4;
Berlin;;Berlin-LankwitzBezirk Steglitz-Zehlendorf;;Bookcrossingzone;⊙Wernshauser Str. 16;
Berlin;;Berlin-ZehlendorfBezirk Steglitz-Zehlendorf;September 2012;Bookcrossingzone, BücherboXX IV, Ergebnis der Ausbildungskooperative;⊙vor dem Mittelhof Mehrgenerationenhaus Phoenix, Teltower Damm 228;
Berlin;;Berlin-LichtenradeBezirk Tempelhof-Schöneberg;2021;;⊙Bahnhofstraße 28 (bereits weg);
Berlin;;Berlin-MarienfeldeBezirk Tempelhof-Schöneberg;2020;;⊙Tilkeroder Weg 28;
Berlin;;Berlin-MarienfeldeBezirk Tempelhof-Schöneberg;2022;Öffnungszeiten (Winter): Mo–So 9–19 Uhr;⊙Waldsassener Straße 42A / Ecke Tirschenreuther Ring;
Berlin;;Berlin-SchönebergBezirk Tempelhof-Schöneberg;2018;Öffnungszeiten: Mo bis Fr 7 bis 21 UhrSa + So 9:30 bis 17 Uhr;⊙Bessemerstrasse 2–14;
Berlin;;Berlin-TempelhofBezirk Tempelhof-Schöneberg;;;⊙Tempelhofer Damm 163A,KGAKolonie Feldblume, vor Parzelle 61;
Berlin;;Berlin-KöpenickBezirk Treptow-Köpenick;2012;;⊙Mahlsdorfer Straße 52;
Berlin;;Berlin-KöpenickBezirk Treptow-Köpenick;2012;;⊙Wendenschloßstraße425 / Müggelbergallee;
Berlin;;Berlin-KöpenickBezirk Treptow-Köpenick;2017;"Mieterbeirat derDegewo; Verein Offensiv 91";⊙Pablo-Neruda-Straße 12–13;
Berlin;;Berlin-MüggelheimBezirk Treptow-Köpenick;2012;;⊙vor dem Edeka-Markt, Alt-Müggelheim 1;
Berlin;;Berlin-RahnsdorfBezirk Treptow-Köpenick;2012;;⊙Fürstenwalder Allee 34;
Berlin;;Berlin-MoabitBezirk Mitte;;Juni 2025;⊙vor dem Café/Bäcker „Birkenwunder“, Birkenstraße 32;
Berlin;;Berlin-ReinickendorfBezirk Reinickendorf;;September 2023;Nach Sturmschaden entfernt worden.;
Berlin;;Berlin-WeddingBezirk Mitte;;Oktober 2021[30];bis zum Umzug des „Himmelbeet - Gemeinschaftsgarten“;
Berlin;;Berlin-WeißenseeBezirk Pankow;Oktober 2020[31][32];Gesobauund Institut für Nachhaltigkeit in Bildung, Arbeit und Kultur;im Kontext des Umbau des Nachbarschaftsplatz entfernt;
Berlin;;Berlin-KreuzbergBezirk Friedrichshain-Kreuzberg;;vor dem Lokallabor Dudenschänke;festgestellt 10. Apr. 2023;
Berlin;;Berlin-FriedenauBezirk Tempelhof-Schöneberg;;;festgestellt 10. Apr. 2023;
Berlin;;Berlin-FriedrichshagenBezirk Treptow-Köpenick;2012;2024;nach mehreren Bränden nicht mehr aufgebaut;
Berlin;;Berlin-CharlottenburgBezirk Charlottenburg-Wilmersdorf;Juni 2019;April 2022;Entstand auf Initiative einer Gruppe innerhalb von nebenan.de,[33]wurde im April 2022 verwüstet, die Scheiben eingeschlagen und angezündet.[34];
Berlin;;Berlin-RahnsdorfBezirk Treptow-Köpenick;;;"⊙Haus Lebenskreis, Fürstenwalder Allee 252; der schlecht gepflegte Schrank auf Privatgrundstück wurde im Frühjahr 2025 abgebaut";
Brandenburg;;Ahrensfelde;30. Juni 2017;barrierefreier Zugang, betrieben von der Gemeinde Ahrensfelde, Platz für etwa 220 Bücher;⊙Kutschersteig 1A (Lindenberger Straße 1), zwischen dem Rathaus und dem Ortsteilzentrum Ahrensfelde;
Brandenburg;;Bad Belzig, OrtsteilGroß Briesen;Mai 2020;aufgestellt mit finanzieller Unterstützung des Kreislandfrauenverbands Potsdam-Mittelmarkund aus Mitteln des Förderprogramms für nachhaltiges Miteinander im Land Brandenburg sowie Mitarbeit der Bevölkerung, gestaltet nach den beiden ersten Groß Briesener Bücherzellen inNahmitzundReckahn[1];⊙Ecke Kietz/Hauptstraße;
Brandenburg;;Bad Belzig, Ortsteil Fredersdorf;Sep. 2018;[2];⊙Hauptstraße;
Brandenburg;;Bad Freienwalde, OrtsteilAltglietzen;Okt. 2024;Hinweise zur Nutzung befinden sich in der Kabine. Für Kinder gibt es ein extra Regal. Das bedeutet, auch kleine „Bücherfreunde“ sind herzlich willkommen.[3];⊙Park;
Brandenburg;;BeelitzOTFichtenwalde;;;⊙Am Markt;
Brandenburg;;BeelitzOTKanin;;;⊙Dorfplatz gegenüber Kita;
Brandenburg;;BeetzseeOrtsteilRadewege;Jan. 2020;private Initiative[4];⊙Ortsmitte;
Brandenburg;;Bestensee;;;⊙Dorfaue vor Nr. 9;
Brandenburg;Bild gesuchtDer BenutzerGeorgDerReisende(Diskussion) wünscht sich an dieser Stelle ein Bild  vom Ort mitdiesen Koordinaten52.94590912.284045.Motiv: Berlitter Dorfstraße 29: Bücherschrank neben der FeuerwehrFalls du dabei helfen möchtest, erklärt dieAnleitung, wie das geht.BW;KyritzOrtsteilBerlitt;Aug. 2025;Ortsbeirat Berlitt[5];⊙neben der Feuerwehr (Berlitter Dorfstraße 29);
Brandenburg;;Bernau bei Berlin;Okt. 2015;barrierefreier Zugang, betrieben von der Stadt Bernau;⊙Bürgermeisterstraße 4, vor der Touristen-Information;
Brandenburg;;Bernau bei Berlin OrtsteilBirkholz;25. Okt. 2019;barrierefreier Zugang, betrieben vom Ortsbeirat Birkholz;⊙Birkholzer Dorfstraße 24 am Dorfgemeinschaftshaus;
Brandenburg;;Bernau bei Berlin, OrtsteilLadeburg;Mai 2021;auf dem Rastplatz für Radfahrende mit Schutzhütte und weiterer Ausstattung, gelegen am Radweg Berlin–Usedom[6];⊙Ecke Alte Lanker Straße/Rüdnitzer Straße;
Brandenburg;;Bernau bei Berlin, OrtsteilLobetal;Jan. 2021;betreut vom Bereich Beschäftigung und Bildung Kapernaum, täglich geöffnet mit Ausnahme von Silvester[7];⊙gegenüber dem Diakonischen Bildungszentrum am Bonhoeffer Weg 1;
Brandenburg;;Biesenthal;Mai 2014;initiiert vom Verein Kultur im Bahnhof[8];⊙am Kulturbahnhof, neben der Bushaltestelle;
Brandenburg;;Birkenwerder;Sep. 2016;betreut von einer ehemaligen Bibliothekarin[9];⊙Hauptstraße, Ecke Clara-Zetkin-Straße, gegenüber dem Rathaus;
Brandenburg;;Blankenfelde-Mahlow;Aug. 2020;private Initiative, Bücherzelle mit begrüntem Dach an der Grenze eines Wohngrundstücks[10];⊙Arcostraße 50;
Brandenburg;;Borkheide;6. Aug. 2017;barrierefreier Zugang[11];⊙Schäper Straße, Ecke Ulmenstraße;
Brandenburg;;Borkwalde;;;⊙in der Ortsmitte am Kreisverkehr in der Nähe der Feuerwehr;
Brandenburg;;Brielow, GemeindeBeetzsee;;;⊙Hauptstraße vor dem Bürgerhaus;
Brandenburg;;Brodowin;2014;ehemaliger Baum, betreut vom „Mensch-Brodowin e. V.“;⊙Südende Dorfanger, gegenüber dem Mensch-Brodowin-Haus;
Brandenburg;;Brück, OrtsteilBaitz;25. Mai 2019;;⊙Nähe Tagungszentrum;
Brandenburg;;Calau;2018;Give Box, am Markt, hinter dem Rathaus;⊙Kirchstraße 4;
Brandenburg;;Chorin;2013;barrierefreier Zugang, betreut vom Betreiber des Bahnhofsbistros;⊙Choriner Bahnhofstraße 2Lesebuche Chorin;
Brandenburg;;Cottbus;2015;"Bücherschrank in der Campus Lounge; barrierefreier Zugang; die Campus Lounge ist zu den Öffnungszeiten des Mensagebäudes von 7:30 bis 17:00 Uhr offen";⊙Universitätsplatz 2, Zugang über das Foyer der Mensa der BTU Cottbus-Senftenberg;
Brandenburg;;Cottbus;;„Tauschbox“, geöffnet Montag bis Freitag;⊙Gaglower Straße, Ecke Hardenbergstraße;
Brandenburg;;Cottbus;2017;Bücherregale TKC und Lausitz Park, jeweils geöffnet zu den Geschäftszeiten;⊙Einkaufszentren TKC und Lausitz Park;
Brandenburg;;Crinitz;;;⊙Lindenplatz;
Brandenburg;;Diensdorf-Radlow;29. Apr. 2016;initiiert und aufgestellt vom Förderverein Diensdorf-Radlow, in Originalfarbe gestrichen, mit Innenbeleuchtung und Drehregal ausgestattet[12];⊙vor der Alten Schulscheune;
Brandenburg;;Eberswalde;;„Schenkschrank“ auf dem Stadtcampus derHochschule für nachhaltige Entwicklung Eberswalde;⊙Schicklerstraße 5;
Brandenburg;;Eberswalde;;zugänglich zu den normalen Öffnungszeiten der Geschäfte[13];⊙im Brandenburgischen Viertel, EKZ Heidewald (vor Netto), Potsdamer Allee;
Brandenburg;;Eichwalde;27. Jan. 2011;barrierefreier Zugang;⊙Bahnhofstraße 1, gegenüber dem Bahnhofsvorplatz;
Brandenburg;;Eisenhüttenstadt;2014;barrierefreier Zugang;⊙imMarktkauf, zugänglich zu dessen Öffnungszeiten;
Brandenburg;;Elsterwerda;2018;;⊙vor dem Gärtnerhaus am bzw. hinter demSchloss Elsterwerda;
Brandenburg;;Elsterwerda;2017;barrierefreier Zugang;⊙vor derKleinen Galerie „Hans Nadler“;
Brandenburg;;Erkner;2012;gesponsert von Heidt Immobilien Service;⊙Friedrichstraße 18 gegenüber von Rossmann;
Brandenburg;;Forst (Lausitz);2012;geöffnet täglich von 9 bis 18 Uhr, gefördert über das Bund-Länder-Programm „Soziale Stadt“;⊙Uferstraße im Wohngebiet;
Brandenburg;;Frankfurt (Oder);Nov. 2013;„Kunst&KulturWagen“, Öffnungszeiten: Mo–Fr 09:00–21:00 Uhr, Sa 09:00–18:00 Uhr, So 11:00–18:00 Uhr;⊙InnenhofEuropa-Universität Viadrina, Eingang Logenstraße;
Brandenburg;;Fürstenwalde/Spree;23. Apr. 2020;initiiert und finanziert vom Rotary Club Fürstenwalde[14];⊙schräg gegenüber der Tourismusinformation, Mühlenstraße 1;
Brandenburg;;Glienicke/Nordbahn;25. Juni 2019;barrierefreier Zugang, betrieben von der Gemeinde Glienicke/Nordbahn, finanziert aus dem Bürgerhaushalt;⊙Hauptstraße 18C, am Neuen Rathaus;
Brandenburg;;Grünewald (Amt Ruhland);3. Okt. 2022;Bücherzelle „Zwischen den Linden“;⊙Hauptstraße, unweit der Feuerwehr;
Brandenburg;;Golzow (Mittelmark);21. Aug. 2020;Initiative der Landfrauen-Ortsgruppe Golzow als viertes Büchertauschangebot imAmt Brück[15][16];⊙Dorfanger, neben dem Jubiläumsdenkmal;
Brandenburg;;HeideseeOTFriedersdorf;;;⊙Lindenstraße am Edeka-Markt;
Brandenburg;;HeideseeOTPrieros;2018;barrierefreier Zugang, betrieben wird von der Gemeinde;⊙Prieroser Dorfstraße, gegenüber dem Tourismus-Zentrum;
Brandenburg;;Heiligengrabe-Blandikow;2015;;⊙;
Brandenburg;;Heiligengrabe-Blumenthal;2015;;⊙;
Brandenburg;;Heiligengrabe-Bölzke;2015;;⊙;
Brandenburg;;Heiligengrabe-Grabow;2015;;⊙;
Brandenburg;;Heiligengrabe-Herzsprung;2015;;⊙;
Brandenburg;;Heiligengrabe-Jabel;2015;[17];⊙;
Brandenburg;;Heiligengrabe-Königsberg;2015;;⊙;
Brandenburg;;Heiligengabe-Liebenthal;2015;;⊙;
Brandenburg;;Heiligengrabe-Papenbruch;2015;;⊙;
Brandenburg;;Heiligengrabe-Rosenwinkel;2015;;⊙;
Brandenburg;;Heiligengrabe-Wernikow;2015;;⊙;
Brandenburg;;Heiligengrabe-Zaatzke;2015;;⊙;
Brandenburg;;Hennigsdorf;19. Nov. 2019;erster Bücherschrank in Hennigsdorf, von der Stadt aufgestellt[18][19];⊙Postplatz;
Brandenburg;;Hohen Neuendorf-Bergfelde;Juni 2017;2014 initiiert von einer Schülerin, finanziert aus dem Bürgerhaushalt Bergfelde[20];⊙Birkenwerderstraße/Ecke Sommerstraße;
Brandenburg;;Hohen Neuendorf-Borgsdorf;16. Okt. 2015;initiiert von einer Schülerin, finanziert aus dem Bürgerhaushalt Borgsdorf[21];⊙Fürstenauer Platz, am Grünen Pavillon, in der Nähe der S-Bahn-Station Borgsdorf;
Brandenburg;;Jüterbog;2018;Öffnungszeiten: Mittwoch 15.00–18.00 Uhr;⊙Stadtteiltreff Jüterbog II, Brückenstraße 3;
Brandenburg;;Kleinmachnow;2017;[22];⊙Puschkinplatz am Zehlendorfer Damm/Käthe-Kollwitz-straße;
Brandenburg;;Kloster LehninOTEmstal;;;⊙Dorfmitte auf Verkehrsinsel, Brücker Straße;
Brandenburg;;Kloster LehninOTNahmitz;;;⊙Dorfstraße gegenüber vom Spritzenhaus;
Brandenburg;;Kremmen, OrtsteilSommerfeld;7. Apr. 2018;Initiative des Vereins „Sommerfelder Miteinander“, Anschaffung finanziert aus dem kommunalen Haushalt, unterstützt von Sponsoren[23][24];⊙Dorfstraße, am Parkplatz bei der Feuerwehr, in der Nähe der Kirche;
Brandenburg;;Langewahl;Nov. 2019;angeregt von der Bürgermeisterin, umgesetzt und finanziert vom Heimatverein[25];⊙Schulstraße;
Brandenburg;;Lübbenau;;;"⊙Bücherbox ""Leseraupe"", Rosenstraße, vor dem Kirchenbungalow Boblitz";
Brandenburg;;Märkisch Luch, OrtsteilMöthlow;Mai 2020;geöffnet 24h/Tag, barrierefreier Zugang, betreut von www.dwai.de;⊙Altbuschower Straße 14;
Brandenburg;;Michendorf;3. Apr. 2013;Telefonzelle wird zum Bücherschrank[26];⊙Haus Sankt Georg in der Langerwischer Straße;
Brandenburg;;Michendorf, OTLangerwisch;2017;;⊙Ein- und Ausgangsbereich des Rosengutes Langerwisch;
Brandenburg;;Mühlenbeck;;;⊙Hauptstraße 9, neben der Bücherei;
Brandenburg;;Neuenhagen bei Berlin;2012;gesponsert von Heidt Immobilien Service;⊙vor dem Edeka-Markt;
Brandenburg;;Neuruppin;2016;im Internetcafe Matrixx, zu dessen Öffnungszeiten[27];⊙Bilderbogenpassage Neuruppin-Innenstadt, im Matrix, gegenüber von NP;
Brandenburg;;Niederer Fläming, OrtsteilWerbig;Nov. 2020;beleuchtete ehemalige Telefonzelle, Initiative eines Einwohnerehepaars, finanziert aus kommunalen Mitteln[28];⊙Standort an der früheren Bushaltestelle;
Brandenburg;;Niederlehme;;auf dem Gelände und betrieben vom Südbrandenburgischen Abfallzweckverband;⊙auf dem Recyclinghof Niederlehme vor dem Kassenhaus.;
Brandenburg;;NuthetalOTNudow;;;⊙Nudower Dorfstraße 40, bei der Kirche;
Brandenburg;;Nuthetal OTPhilippsthal;;;⊙Philippsthaler Dorfstraße 60A, bei der Dorfkapelle;
Brandenburg;;Nuthetal OTSaarmund;;;⊙Am Markt 6, bei der Feuerwehr;
Brandenburg;;OberkrämerOT Klein-Ziethen;März 2021;betreut von der Bürgergemeinschaft Klein-Ziethen[29];⊙Dorfplatz Klein-Ziethen;
Brandenburg;;Panketal, OrtsteilSchwanebeck;;;⊙Genfer Platz 2;
Brandenburg;;Perleberg;2009;Im Winter wird die Kiste abgenommen;⊙Am Schuhmarkt;
Brandenburg;;Potsdam;2005;wochentags 10 bis 15 Uhr;⊙Bürgerhaus Sternzeichen, Galileistraße 37 in der Seniorenfreizeitstätte;
Brandenburg;;Potsdam;2019;wochentags 9.00 bis 17.00 Uhr;⊙Bürgerhaus am Schlaatz, Schilfhof 28, 14478 Potsdam;
Brandenburg;;Potsdam;;tagsüber zur Öffnungszeit des Buchladens  Sputnik;⊙Umverteiler unter dem Buchladen Sputnik, Charlottenstraße 28;
Brandenburg;;Potsdam;März 2016;barrierefreier Zugang;⊙Am Platz der Einheit vor der Wilhelmgalerie, in der Nähe der Haltestelle Platz der Einheit/West;
Brandenburg;;Potsdam West;;;⊙im Garten des Lottenhofs (vormals Scholle 34);
Brandenburg;;Potsdam-Bornstedt;2. Juni 2018;[30];⊙Volkspark, Verlängerung der David-Gilly-Straße, Ecke Erwin-Barth-Straße;
Brandenburg;;Potsdam-Golm;;;⊙auf dem Campus der Universität, zwischen der Mensa und Haus 7;
Brandenburg;;Potsdam-Golm;;tagsüber, wenn die Uni-Gebäude offen sind;⊙Büchertauschregal im Lesecafé, Haus 14A;
Brandenburg;;Potsdam-Babelsberg;2020;"im Vorgarten, von der Straße aus zugänglich; wird privat betrieben und finanziert";⊙Stephensonstraße;
Brandenburg;;Premnitz, OrtsteilMögelin;2021;;⊙Ringstraße;
Brandenburg;;Rathenow;2018;Öffnungszeiten: Mo.–Fr. 8:00–18:00 Uhr, Sa. 8:00–12:00 Uhr[31];⊙Hof von Sanitätshaus Friedenberger;
Brandenburg;;Rangsdorf;2020;ProjektRangsdorf erzählt[32];⊙Platz der Deutschen Einheit, Seebadallee;
Brandenburg;;Rüdersdorf bei Berlin;2013;„Verschenkregal“, Berliner Büchertisch e. V. in Kooperation mit reha e. V.;⊙Brückenstraße 12;
Brandenburg;;Schöneiche bei Berlin;2012;gesponsert von Heidt Immobilien Service;⊙vor dem Bestattungshaus Schulz in der Brandenburgischen Straße 78;
Brandenburg;;Schönewalde;Jan. 2022;betreut vom „Projekthof Markt 30“;⊙in der Nähe des Rathauses auf Nachfrage (bitte klingeln) im Gebäude sind weitere ca. 1200 Bücher vorhanden, Markt 30, vor dem Projekthof;
Brandenburg;;Schulzendorf;2014;;⊙in der Nähe des Rathauses;
Brandenburg;;Schwedt;30. Juli 2019;;⊙Reiterallee 2;
Brandenburg;;SchwielowseeCaputh;;;⊙Caputh, am Bahnhof, im Sommer 2025 durch Brandanschlag beschädigt und gesperrt;
Brandenburg;;SchwielowseeFerch;6. Dez. 2020;immer frei zugänglich, aufgestellt und betreut vom „Fercher Treffen“;⊙In Ferch, an der Beelitzer Straße oberhalb des Museums der Havelländischen Malerkolonie;
Brandenburg;;SchwielowseeGeltow;2017;;⊙Geltow, neben Infotafel Hauffstraße vor Friseurladen;
Brandenburg;;Senftenberg;2019;immer geöffnet und frei zugänglich[33];⊙direkt vor der Mensa der BTU;
Brandenburg;;Senftenberg;;in der warmen Jahreszeit und während der Öffnungszeiten der Kita geöffnet und frei zugänglich, ausschließlich kindgerechte Literatur[34];⊙auf dem Gelände der Kita Zwergenhaus am See;
Brandenburg;;Senftenberg OT Großkoschen;;frei zugänglich, in den Wintermonaten nicht nutzbar;⊙im Familienpark Großkoschen;
Brandenburg;;Senftenberg OT Großkoschen GT Kleinkoschen;2021;immer geöffnet und frei zugänglich[35];⊙neben der Feuerwehr;
Brandenburg;;Sewekow;;;⊙;
Brandenburg;;Siehdichum, OrtsteilSchernsdorf;2020;Initiative des Bürgervereins, aufgestellt im Herbst 2020[36];⊙Kupferhammerstraße, vor dem ehemaligen GasthausZum Schlaubetal;
Brandenburg;;Teltow;;;⊙Mahlower Straße 144, Parkplatz des Supermarkts;
Brandenburg;;Teltow;;;⊙Samatenweg 5;
Brandenburg;;Teltow;;im Café des Philantow, dem Mehrgenerationenhaus und Familienzentrum, zugänglich zu dessen Öffnungszeiten[37];⊙Mahlower Straße 139;
Brandenburg;;Tornitz;18. Juli 2015;24 Stunden geöffnet;⊙gegenüber Lindenstraße 31;
Brandenburg;;Vielitzsee-Seebeck;;;⊙Hauptstraße, vor dem Klubhaus / Haus des Gastes;
Brandenburg;;Waßmannsdorf;2015;;⊙Dorfstraße 44, vor dem Kindergarten;
Brandenburg;;Werder (Havel)OTPlötzin;2025;im Hofladen Obsthof Lindicke;⊙Plessower Eck, Abzweig B 1/Lehniner Chaussee;
Brandenburg;;Werder (Havel);;Öffnungszeiten richten sich nach dem Edeka-Markt;⊙Brandenburger Straße 151, zwischen Edeka-Kassen und Bäcker;
Brandenburg;;Werder (Havel)OTDerwitz;2020;frei zugänglich;⊙Neben Lilienthalgedenkhaus am Kreisverkehr, Dorfanger;
Brandenburg;;Woltersdorf;2010 ?;gesponsert von Heidt-Immobilien;⊙Rudolf-Breitscheid-Straße 17;
Brandenburg;;Woltersdorf;2020;gesponsert von Heidt Immobilien Service;"⊙vor dem Bäcker Vetter, Vogelsdorfer Str. 6; zuvor Marktplatz, vor dem Kulturhaus „Alte Schule“";
Brandenburg;;Wusterhausen/Dosse, OrtsteilBarsikow;;bei gutem Wetter und während der ganzen Sommersaison draußen unter dem Vordach;⊙vor dem Alten Konsum;
Brandenburg;;Zeuthen;2015;;⊙vor dem Blumengeschäft in der Miersdorfer Chaussee, im westlichen Ortszentrum;
Brandenburg;;Zempow;;;⊙Dorfstraße 39;
Brandenburg;;ZossenOrtsteilGlienick;18. Mai 2021;ausgestattet mit Solarzelle[38];⊙Dorfaue 26, am Dorfgemeinschaftshaus;
Brandenburg;;Potsdam, Alleestraße⊙;;15. Dez. 2023;Regal am Zaun vor dem Lothar-Bisky-Haus (Landesverband Die Linke), Alleestraße 3;
Bremen;;Blumenthal;Nord;;Kleiner Schrank im Schulgebäude;
Bremen;;Buntentor;Süd;;Nur während der Öffnungszeiten des Kiosks;
Bremen;;Findorff;West;März 2015;;
Bremen;;Gartenstadt Süd;Süd;Juni 2014;;
Bremen;;Obervieland;Süd;Apr. 2017;[1];
Bremen;;Innenstadt;Mitte;;Aktion wurde 2016 beendet;
Bremen;;Innenstadt;Mitte;;Nur während der Öffnungszeiten des Marktes;
Bremen;;Neustadt;Süd;Juni 2013;;
Bremen;;Osterdeich;Ost;;Nur während der Öffnungszeiten vomBürgerhaus Weserterrassen;
Bremen;;Schwachhausen;Ost;Juli 2015;;
Bremen;;Sebaldsbrück;Ost;Mai 2017;;
Bremen;;Mahndorf;Ost;Mai 2018;;
Bremen;;Ostertor-/Steintorviertel;Mitte;Apr. 2020;Kleines Holzregal vor dem Kultur im Bunker e. V.;
Bremen;;Westend;West;;;
Bremen;;Fischereihafen;Süd;;;
Bremen;;Mitte;Nord;;;
Bremen;;Fischereihafen;Süd;;Im öffentlich zugänglichen Eingangsbereich derPhänomenta Bremerhaven;
Bremen;;Geestemünde;Süd;;;
Bremen;;Geestemünde;Süd;;;
Bremen;;Geestemünde;Süd;;;
Bremen;;Mitte;Nord;;;
